key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
48,jason derulo,in my head,2010,pop,derulo beluga heights jjjjjr yeah everybody look reason club dance better solution girl leave word teacher rope rope know go go head head fulfill fantasy head scream loud head go head go head yeah head yeah dudes know right things come game say instead talk demonstrate yeah yeah business foreplay foreplay yeah leave word teacher rope rope know know go go head baby head fulfill fantasy fulfill fantasy head scream loud head go head go head break sing baby head right yeah scream go leave word teacher rope rope know know go go head head head fulfill fantasy head head scream loud head head go head go head head fulfill fantasy baby head scream loud head go head head go go head,0.00040115350736387,0.09232162178444313,0.0004011535064998744,0.00040115352208601663,0.12154465026028945,0.5491981798641362,0.6173799583953536,0.5421498681890875,violence,5,1,5,5,10,4,9,8,19,8
49,train,marry me,2010,pop,forever long feel like long forget world thing leave weight lift surely shift today everyday nerve hello cafe close feel like close wear white wear word beautiful finally show today everyday nerve hello cafe promise promise sing music die today everyday nerve hello cafe,0.002087469236339567,0.0020874691829739,0.12466258480615905,0.002087469229292534,0.06784046692758229,0.6174938393241152,0.6730100147673279,0.38157924056865816,world/life,0,6,2,2,8,5,3,10,15,6
50,big time rush,big time rush,2010,pop,ohhhh ohhhhh ohhhh ohhhhh ohhhh ohhhhh count play straight look hesitate time want feel quit real roll time listen heart ohhhh ohhhhh feel rush better shoot shake gotta lose luck life choose want line life gotta live time step gear break clear gotta time work right change world night gotta dream time ohhhh ohhhhh rush ohhhh ohhhhh finish start shake gotta lose luck life choose want line life gotta live time look light shin brighter look nothings dream gonna brand sound like feet grind look welcome time pretty people walk welcome good time life shake gotta lose luck life choose want line life gotta live time want line life gotta live time,0.0004136189653797745,0.000413618974522858,0.034663111564602216,0.028934248041946675,0.048222735675774384,0.4298885708830536,0.6161611420003519,0.6566405160378811,world/life,4,16,3,5,5,3,8,4,8,5
51,taio cruz,break your heart,2010,pop,whoa whoa whoa whoa listen baby leave heart breaker wanna deceive fall easy tear apart tell start baby start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart point try hide point try evade know problem problem misbehavin fall easy tear apart tell start baby start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart whoa whoa whoa whoa whoa know karma gonna cold like bear bone fall gonna tear apart tell start gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart gonna break break break break heart whoa whoa whoa whoa,0.00024293656275923507,0.00024293657667710854,0.0037661884459792975,0.4798130376977642,0.00024293656110821547,0.4501347145811055,0.42906627237944905,0.6189070691636168,sadness,3,5,2,5,3,7,65,0,3,9
52,shakira,waka waka (this time for africa) [the official 2010 fifa world cup (tm) song],2010,pop,want concern neva lose forward time reverse neva hypocrites vipers push grind neva praise wear crown sit throne today tomorrow go lose know live cycle naturally flow overcomer overthrow everyday thank praise timid make brave fight grave neva hypocrites vipers push grind neva praise wear crown sit throne study reason criticize trouble worry protect power trinity like seed fertile soil good fruit know spoil bubble food boil survivor tell neva hypocrites vipers push grind neva praise wear crown sit throne propagandas rumor spread best frustrate know write say children shall bless curse thank praise worst thirsty quench thirst forward time reverse neva hypocrites vipers push grind neva praise wear crown sit throne today tomorrow go lose know live cycle naturally flow overcomer overthrow,0.0006661746671254937,0.09736320886430512,0.0575987875561423,0.0006661746818557073,0.0276902508586011,0.5503404333059093,0.5348551898339453,0.6304684615728692,world/life,7,10,9,11,9,11,5,17,21,21
53,ellie goulding,your song,2010,pop,little funny feel inside easily hide money house live excuse forget things forget green blue thing mean sweetest eye see tell everybody song simple mind mind word wonderful life world sculptor girl make potions travel know best gift song tell everybody song simple mind mind word wonderful life world,0.0017600482996396013,0.453382440460091,0.0017600482907686476,0.0017600484609540305,0.0017600485761412625,0.6363154968512283,0.5607074153717361,0.2741199635469761,world/life,1,2,0,1,5,1,4,6,7,3
54,a day to remember,over my head (cable car),2010,pop,know know fall know wait turn need truth come apathy stay smoke stand clear know head head second leave overtime mind mind rearrange wish stranger disengage agree change soften disregard friend discard lose argument cable hang canyon come know head head second leave overtime mind mind suddenly past lose effortless sound lose sight grind throw think want bring torch know head head second leave overtime mind mind know mind know head head head know head head second leave overtime mind mind,0.0006542333648843543,0.2943978692594824,0.0006542333664643724,0.0006542334158953204,0.0006542333624421013,0.4273104687920435,0.4091513687763997,0.750552531925215,violence,4,1,3,5,1,9,9,2,3,13
55,taylor swift,the story of us,2010,pop,think tell story spark fly instantly people ones know place spot search room seat cause lately know simple complication lead fallout things wish know wall break stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy chapter nervously pull clothe try look busy best avoid start think tell story lose mind hold pride like hold scar end pretend tell miss know hear silence loud stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy look like contest like care like better battle hand armor fight things wish know story end soon stand crowd room speak die know kill like kill yeah know twist fate break story look like tragedy speak die know kill like kill yeah know twist fate cause go story look like tragedy,0.0003392716524280165,0.2686883963579192,0.0003392716452390616,0.04050835069686536,0.0003392716401787972,0.4233939975147013,0.5519119856130629,0.6650533488945437,violence,4,5,2,21,1,18,5,1,5,27
56,trampled by turtles,wait so long,2010,pop,pretend pretend exactly want exactly morning trouble takin downtown night place star night hand grind know right long long long long lyric commercial,0.0025943946763176515,0.14229278363932588,0.06221234915998933,0.0025943945467566303,0.002594394491907417,0.20533171847766496,0.3082367250993841,0.9158008524638984,night/time,0,5,0,0,1,0,0,1,1,2
57,justin bieber,stuck in the moment,2010,pop,wish time wish place felt felt hide like know work game get hurt want want know real know want fall trip hearts reckless clumsy cause know wish time wish place stick moment heart fight time space cause stick moment like tragedy destiny like care baby fight inch fiber cause go right foolish stop want want know real know want fall trip hearts reckless clumsy cause know wish time wish place stick moment heart fight time space cause stick moment like cold cruel world say baby right disagree want grey reminisce better days convention tell know wish time wish place cause stick moment yeah wish time wish place stick moment heart fight time space cause stick moment,0.0004526301679451672,0.15032915722681275,0.000452630159760393,0.28429822537587224,0.0004526301923686186,0.6145939493495283,0.3986739715314476,0.5999236541091512,sadness,9,8,3,10,2,5,2,2,5,16
58,go radio,goodnight moon,2010,pop,think early need little time wall clock tell morning hell cause try long perfect song hearts heavy burden shouldn goodnight moon goodnight think dream breathe goodnight kiss goodnight kind talk kind feel sing bedroom read aloud like passage goodnight moon sing softly song tomorrow tell hide dream dream color sun rise care cause try long perfect song hearts heavy burden shouldn goodnight goodnight moon think dream breathe goodnight kiss goodnight kind talk kind feel sing bedroom read aloud like passage goodnight moon come graceful stairs hard miss eye light room steal feel lips lock breath breath feel fall cause feel fall goodnight moon goodnight think dream breathe goodnight kiss goodnight kind talk kind feel sing bedroom read aloud like passage goodnight moon whoa goodnight moon whoaohoh come graceful stairs hard miss eye light room steal feel fall cause feel fall feel fall cause feel fall feel fall cause feel fall feel fall cause feel fall feel fall cause feel fall feel fall cause feel fall feel fall fall fall fall fall fall fall,0.025997060649183428,0.12109206874132925,0.0003765534669332925,0.3065982141727614,0.14039181674898113,0.4911486388669641,0.4328187163427397,0.6651235735647777,sadness,3,15,1,4,16,28,4,13,21,24
